Keyword;Position;Previous Position;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends;Timestamp
"cute tomboy hairstyles";"10";"14";"70";"75.32";"0.00";"http://hairstylefoto.com/cute-tomboy-hairstyles/";"0.19";"0.00";"0.01";"2170000";"1.00,1.00,1.00,1.00,0.56,0.56,0.56,0.44,0.56,0.56,0.56,0.78";"1482914335"
"roller wraps hairstyle";"11";"15";"50";"69.89";"0.00";"http://hairstylefoto.com/black-roller-wrap-hairstyles/";"0.19";"0.00";"0.30";"1970000";"0.57,0.71,0.43,0.43,0.57,0.71,0.71,0.71,0.71,1.00,1.00,0.71";"1482962135"
"1920s hairstyles for long hair flappers";"11";"11";"50";"70.49";"0.16";"http://hairstylefoto.com/1920s-flapper-hairstyles-for-long-hair/";"0.19";"0.00";"0.02";"295000";"0.36,0.21,0.14,0.14,0.14,0.29,0.36,1.00,0.29,0.64,0.64,0.64";"1483040382"
"roaring 20s hairstyles";"14";"0";"320";"79.76";"0.00";"http://hairstylefoto.com/roaring-20s-long-hairstyles/";"0.19";"0.00";"0.21";"424000";"0.66,0.81,0.54,0.08,0.24,0.36,0.81,0.81,0.24,1.00,0.54,0.19";"1484467597"
"roaring 20s hairstyles";"13";"12";"320";"79.76";"0.00";"http://hairstylefoto.com/roaring-20s-hairstyles-for-long-hair/";"0.19";"0.00";"0.21";"424000";"0.66,0.81,0.54,0.08,0.24,0.36,0.81,0.81,0.24,1.00,0.54,0.19";"1484467597"
"anime curly hair boy";"11";"19";"50";"79.44";"0.00";"http://hairstylefoto.com/anime-girls-with-curly-hair/";"0.19";"0.00";"0.00";"2680000";"0.71,0.71,1.00,0.71,0.57,0.71,0.43,0.14,0.71,0.57,0.71,1.00";"1483000564"
"curly stacked bob";"14";"17";"320";"78.22";"0.00";"http://hairstylefoto.com/short-curly-stacked-bob-hairstyles/";"0.19";"0.00";"0.03";"0";"0.81,0.81,0.67,0.81,1.00,0.67,0.67,0.67,0.67,0.54,0.67,0.81";"1482768882"
"sweet 15 hairstyles for long hair";"6";"10";"40";"68.88";"0.00";"http://hairstylefoto.com/sweet-15-hairstyles-for-long-hair/";"0.19";"0.00";"0.01";"1270000";"0.56,0.78,0.44,0.22,0.33,0.22,0.22,0.11,0.56,0.56,1.00,0.56";"1483080218"
"black and gold ombre hair";"11";"11";"50";"80.60";"0.00";"http://hairstylefoto.com/black-and-gold-ombre-hair/";"0.19";"0.00";"0.00";"22400000";"1.00,0.71,0.43,0.71,0.71,0.71,0.71,0.57,0.71,1.00,0.71,0.71";"1483042517"
"sew in bob";"47";"50";"8100";"70.41";"1.60";"http://hairstylefoto.com/short-sew-in-bob/";"0.19";"0.39";"0.05";"520000";"0.11,0.01,1.00,0.45,1.00,0.30,0.16,0.13,0.30,0.45,0.45,0.09";"1485392981"
"prom hairstyles tumblr";"19";"19";"720";"75.85";"0.00";"http://hairstylefoto.com/prom-hairstyles-for-short-hair-tumblr/";"0.19";"0.00";"0.05";"0";"0.54,1.00,0.79,0.20,0.06,0.07,0.09,0.09,0.07,0.06,0.13,0.13";"1484359663"
"prom hairstyles tumblr";"20";"0";"720";"75.85";"0.00";"http://hairstylefoto.com/prom-hairstyles-for-long-hair-tumblr/";"0.19";"0.00";"0.05";"0";"0.54,1.00,0.79,0.20,0.06,0.07,0.09,0.09,0.07,0.06,0.13,0.13";"1484359663"
"sexy darkskin boys";"8";"0";"70";"80.65";"0.00";"http://hairstylefoto.com/sexy-dark-skin-boys/";"0.19";"0.00";"0.00";"17400000";"0.56,0.11,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.11";"1482033434"
"anime girl short hairstyles";"9";"9";"70";"73.23";"0.00";"http://hairstylefoto.com/anime-girl-with-short-black-hair/";"0.19";"0.00";"0.00";"10800000";"0.78,0.78,0.78,0.78,0.78,0.78,0.56,0.56,0.44,0.56,1.00,0.78";"1482952202"
"little black boys haircuts";"14";"14";"320";"74.58";"0.11";"http://hairstylefoto.com/little-black-boys-haircuts/";"0.19";"0.00";"0.07";"1720000";"0.67,0.67,0.54,0.54,0.67,0.81,0.67,0.67,0.67,1.00,1.00,0.67";"1484382573"
"black guy with mullet";"10";"11";"90";"78.69";"0.00";"http://hairstylefoto.com/black-guy-mullet/";"0.19";"0.00";"0.00";"8070000";"1.00,0.82,0.64,0.64,0.64,0.64,0.64,0.82,0.82,0.64,1.00,0.64";"1482891052"
"roaring twenties hairstyles";"14";"19";"320";"79.87";"0.24";"http://hairstylefoto.com/roaring-twenties-hairstyles-for-long-hair/";"0.19";"0.00";"0.18";"468000";"0.67,0.82,0.54,0.24,0.36,0.24,1.00,0.36,0.15,0.24,0.36,0.54";"1482767932"
"cute 12 year old boys";"22";"21";"1600";"94.50";"0.00";"http://hairstylefoto.com/cute-12-year-old-boys/";"0.19";"0.00";"0.07";"14800000";"0.79,1.00,0.79,1.00,1.00,0.79,0.54,0.54,0.54,0.54,0.54,0.42";"1484337972"
"boys hairstyles 2015";"41";"53";"9900";"77.21";"1.88";"http://hairstylefoto.com/boys-hairstyle-2015/";"0.19";"0.66";"0.03";"8050000";"0.67,0.36,0.44,1.00,0.44,0.07,0.02,0.03,0.01,0.07,0.07,0.01";"1485363246"
"10 year old girl haircuts";"7";"8";"70";"70.94";"4.07";"http://hairstylefoto.com/8-year-old-girl-haircuts/";"0.19";"1.45";"0.09";"4430000";"0.65,0.41,0.41,0.53,0.65,1.00,0.24,0.18,0.24,0.29,0.29,0.53";"1482921750"
"flapper hairstyles for long hair";"13";"14";"260";"77.00";"0.00";"http://hairstylefoto.com/1920s-flapper-hairstyles-for-long-hair/";"0.19";"0.00";"0.07";"865000";"0.14,0.11,0.11,0.09,0.09,0.17,0.21,1.00,0.26,0.48,0.21,0.14";"1482778433"
"black girl bob hairstyles";"18";"18";"880";"78.98";"0.08";"http://hairstylefoto.com/black-girl-bob-hairstyles/";"0.19";"0.00";"0.25";"6860000";"0.77,0.68,0.45,0.68,0.68,0.45,0.68,0.30,0.77,1.00,0.68,0.30";"1484352560"
"hairstyles for teenage guys";"27";"27";"1600";"69.35";"4.97";"http://hairstylefoto.com/cool-hairstyles-for-teenage-guys-with-short-hair/";"0.19";"1.45";"0.11";"12900000";"0.84,0.68,0.68,0.84,1.00,1.00,0.68,0.68,0.53,0.53,0.84,0.84";"1484338616"
"cute 12 year old boy hairstyles";"11";"0";"50";"69.75";"0.00";"http://hairstylefoto.com/hairstyles-for-12-year-old-boys/";"0.19";"0.00";"0.00";"5630000";"0.44,0.56,0.56,0.22,0.56,0.22,0.33,0.44,1.00,0.56,0.56,0.11";"1482368258"
"little girl weave hairstyles";"11";"0";"50";"78.14";"0.00";"http://hairstylefoto.com/black-girl-weave-hairstyles/";"0.19";"0.00";"0.15";"2470000";"0.07,0.07,0.08,0.02,0.08,0.02,0.05,0.05,0.15,0.08,0.54,1.00";"1482292526"
"long 27 piece hairstyles";"6";"0";"50";"72.66";"0.02";"http://hairstylefoto.com/long-27-piece-quick-weave-hairstyles/";"0.19";"0.00";"0.14";"1970000";"0.78,0.22,0.56,0.11,0.56,0.11,0.33,0.33,1.00,0.56,0.56,0.56";"1482191602"
"anime boy haircuts";"11";"0";"50";"71.13";"0.00";"http://hairstylefoto.com/anime-boy-hairstyles/";"0.19";"0.00";"0.00";"1110000";"1.00,0.35,0.35,0.12,0.35,0.04,0.08,0.04,0.19,0.35,0.35,0.15";"1482392804"
"long hair tumblr";"22";"22";"1600";"36.42";"0.00";"http://hairstylefoto.com/tumblr-hairstyles-for-long-hair/";"0.19";"0.00";"0.03";"7570000";"1.00,1.00,1.00,1.00,1.00,0.84,0.68,0.68,0.68,0.68,0.68,0.53";"1484337502"
"black and blue hairstyles";"14";"17";"390";"73.29";"0.00";"http://hairstylefoto.com/black-and-blue-hairstyles/";"0.19";"0.00";"0.09";"64700000";"0.66,1.00,0.66,0.66,1.00,1.00,0.81,0.44,0.15,0.19,0.36,0.29";"1484383780"
"nia long hairstyles";"17";"0";"720";"75.31";"0.00";"http://hairstylefoto.com/nia-long-hairstyles/";"0.19";"0.00";"0.01";"4530000";"1.00,0.77,0.77,0.37,0.55,0.25,0.55,0.55,0.55,0.55,0.37,0.30";"1484359241"
"cool hair designs";"29";"33";"1600";"78.48";"0.00";"http://hairstylefoto.com/cool-hair-designs-for-boys/";"0.19";"0.00";"0.02";"12100000";"0.54,0.54,0.67,0.79,0.67,0.67,0.42,0.67,0.67,0.67,0.79,1.00";"1484337066"
"sassy short haircuts";"20";"15";"720";"73.00";"1.27";"http://hairstylefoto.com/sassy-short-haircuts/";"0.19";"0.26";"0.12";"776000";"0.45,0.37,0.68,1.00,0.68,0.25,0.77,0.77,0.68,0.30,0.55,0.68";"1484309664"
"1950s hairstyles for long hair";"13";"16";"260";"79.46";"0.08";"http://hairstylefoto.com/how-to-do-1950s-hairstyles-for-long-hair/";"0.19";"0.00";"0.04";"622000";"0.66,0.66,0.36,0.29,0.29,0.36,0.54,1.00,0.44,0.29,0.29,0.29";"1482778214"
"tom delonge short hair";"6";"0";"50";"81.50";"0.00";"http://hairstylefoto.com/tom-delonge-hairstyle/";"0.19";"0.00";"0.00";"1850000";"0.44,1.00,0.56,0.11,0.56,0.11,1.00,0.78,0.33,0.56,0.56,0.44";"1482211627"
"27 piece long hairstyles";"7";"0";"50";"71.44";"0.00";"http://hairstylefoto.com/long-27-piece-quick-weave-hairstyles/";"0.19";"0.00";"0.49";"2010000";"0.78,0.22,0.56,0.11,0.56,0.11,0.33,0.33,1.00,0.56,0.56,0.56";"1482393263"
"short little girl haircuts";"16";"19";"480";"84.60";"1.51";"http://hairstylefoto.com/short-little-girl-haircuts/";"0.19";"0.39";"0.03";"3780000";"0.67,0.67,0.67,0.67,0.82,1.00,0.54,0.36,0.54,0.44,0.54,0.67";"1484364755"
"little girl bob haircuts";"20";"14";"720";"80.54";"0.00";"http://hairstylefoto.com/bob-haircuts-for-little-girls/";"0.19";"0.00";"0.01";"2690000";"0.25,0.55,0.68,0.77,1.00,1.00,0.45,0.37,0.37,0.45,0.68,0.68";"1484311666"
"different types of perms for long hair with pictures";"8";"0";"90";"73.81";"0.07";"http://hairstylefoto.com/different-types-of-perms-for-long-hair-with-pictures/";"0.19";"0.00";"0.16";"390000";"0.52,1.00,0.52,0.24,0.33,0.24,0.19,0.33,0.24,0.19,0.33,0.33";"1482901931"
"cute cowgirl hairstyles";"11";"11";"50";"88.03";"0.00";"http://hairstylefoto.com/cowgirl-hairstyles-for-long-hair/";"0.19";"0.00";"0.15";"0";"0.64,0.45,0.27,0.18,0.64,0.45,1.00,1.00,0.27,0.27,0.27,0.82";"1483037984"
"long weave hairstyles with bangs";"10";"0";"90";"69.48";"0.00";"http://hairstylefoto.com/long-weave-hairstyles-with-bangs/";"0.19";"0.00";"0.01";"6450000";"1.00,0.43,0.24,0.33,0.43,0.67,0.33,0.24,0.33,0.33,0.52,0.67";"1482908359"
"10 year old girl hair cuts";"9";"0";"90";"77.60";"0.00";"http://hairstylefoto.com/8-year-old-girl-haircuts/";"0.19";"0.00";"0.04";"3550000";"0.22,0.22,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,0.22";"1481977130"
"cute blonde boy";"13";"11";"260";"88.91";"0.00";"http://hairstylefoto.com/cute-blonde-boy/";"0.19";"0.00";"0.00";"29500000";"0.81,0.81,1.00,1.00,1.00,1.00,0.66,0.66,0.81,0.81,0.81,0.66";"1482768646"
"baby girl hairstyles";"29";"31";"1600";"82.98";"0.13";"http://hairstylefoto.com/baby-girl-hairstyles/";"0.19";"0.00";"0.03";"3600000";"0.68,0.84,0.84,0.84,0.84,1.00,0.84,0.84,0.84,0.84,1.00,0.84";"1484337525"
"hair cuts for 8 year old girls";"7";"0";"70";"80.45";"0.00";"http://hairstylefoto.com/8-year-old-girl-haircuts/";"0.19";"0.00";"0.01";"4650000";"0.56,0.33,0.78,0.22,0.78,1.00,0.44,0.44,0.11,0.78,0.78,0.78";"1482091525"
"curly hairstyles tumblr";"14";"16";"390";"62.82";"0.00";"http://hairstylefoto.com/curly-hairstyles-for-long-hair-tumblr/";"0.19";"0.00";"0.05";"0";"1.00,1.00,1.00,1.00,0.67,0.81,0.67,0.81,0.67,0.54,0.81,0.81";"1484371201"
"short ombre hair";"49";"0";"9900";"83.59";"2.88";"http://hairstylefoto.com/short-ombre-hair-cuts/";"0.19";"1.05";"0.06";"6770000";"0.82,0.82,0.82,0.82,1.00,0.82,0.67,0.67,0.67,0.67,0.82,0.82";"1485359811"
"short choppy haircuts";"28";"35";"1600";"76.53";"0.10";"http://hairstylefoto.com/short-choppy-hair-cut/";"0.19";"0.00";"0.07";"1260000";"0.30,0.66,1.00,0.83,0.30,0.34,1.00,0.55,0.25,0.20,0.25,0.25";"1484346939"
"black person mohawk";"10";"9";"90";"80.03";"0.00";"http://hairstylefoto.com/black-person-mohawk/";"0.19";"0.00";"0.00";"559000";"1.00,0.82,0.82,0.64,1.00,0.82,0.82,1.00,0.82,0.64,0.64,0.64";"1482899623"
"5 year old girl haircuts";"10";"8";"70";"78.71";"2.98";"http://hairstylefoto.com/8-year-old-girl-haircuts/";"0.19";"0.79";"0.07";"4540000";"0.45,0.45,0.45,0.64,1.00,1.00,0.36,0.27,0.27,0.64,0.45,0.64";"1482916039"
"cocktail hairstyles for short hair";"11";"0";"50";"84.23";"0.00";"http://hairstylefoto.com/cocktail-party-hairstyles-for-short-hair/";"0.19";"0.00";"0.21";"13700000";"0.78,1.00,1.00,0.33,1.00,0.11,0.22,0.11,0.56,1.00,1.00,0.44";"1482377213"
"taylor swift black hair";"20";"20";"880";"91.51";"0.00";"http://hairstylefoto.com/taylor-swift-black-hair/";"0.19";"0.00";"0.02";"2930000";"0.05,0.04,0.07,0.05,0.06,0.36,1.00,0.44,0.36,0.20,0.13,0.11";"1484370713"
"long curly sew in weave hairstyles";"10";"20";"70";"76.90";"0.00";"http://hairstylefoto.com/long-curly-sew-in-weave-hairstyles/";"0.19";"0.00";"0.30";"4960000";"0.79,0.36,0.29,0.36,0.64,0.50,1.00,0.64,0.36,0.64,0.50,0.36";"1482962117"
"black mushroom hairstyle";"5";"5";"40";"76.32";"0.00";"http://hairstylefoto.com/black-mushroom-hairstyle/";"0.19";"0.00";"0.01";"720000";"1.00,0.80,1.00,0.60,1.00,0.40,0.60,1.00,0.40,0.60,0.60,0.40";"1483044774"
"black mushroom hairstyle";"6";"0";"40";"76.32";"0.00";"http://hairstylefoto.com/short-black-mushroom-hairstyles/";"0.19";"0.00";"0.01";"720000";"1.00,0.80,1.00,0.60,1.00,0.40,0.60,1.00,0.40,0.60,0.60,0.40";"1483044774"
"black hair with blue tips";"27";"31";"1600";"86.57";"13.80";"http://hairstylefoto.com/black-hair-with-blue-tips/";"0.19";"4.37";"0.02";"23500000";"0.46,0.53,0.68,1.00,1.00,0.84,1.00,0.84,0.84,0.84,0.84,0.68";"1484337694"
"little girl braid hairstyles black";"16";"17";"480";"73.85";"0.00";"http://hairstylefoto.com/black-little-girl-braided-hairstyles/";"0.19";"0.00";"0.04";"4200000";"0.67,0.44,0.44,0.67,0.82,1.00,0.67,0.44,0.30,0.24,0.30,0.24";"1484365372"
"12 year old boy haircuts";"12";"11";"210";"73.77";"4.59";"http://hairstylefoto.com/12-year-old-boy-haircuts/";"0.19";"1.58";"0.07";"1290000";"0.54,0.54,0.23,0.36,0.54,0.67,0.44,0.54,0.67,0.67,0.82,1.00";"1482812701"
"sweet 16 hairstyles for short hair";"11";"11";"50";"70.25";"0.00";"http://hairstylefoto.com/sweet-16-hairstyles-for-long-hair/";"0.19";"0.00";"0.05";"2030000";"0.56,0.56,0.44,0.78,1.00,0.56,0.78,0.22,0.44,0.22,0.78,0.78";"1483036477"
"hair styles for tall women";"10";"0";"90";"70.42";"0.00";"http://hairstylefoto.com/short-hairstyles-for-tall-women/";"0.19";"0.00";"0.03";"2230000";"0.22,0.11,0.11,0.56,0.11,1.00,0.78,1.00,0.33,0.11,0.11,0.44";"1481927575"
"black guy mullet";"7";"6";"70";"80.04";"0.00";"http://hairstylefoto.com/black-guy-mullet/";"0.19";"0.00";"0.00";"3750000";"1.00,0.82,0.82,0.64,0.82,0.82,0.64,0.64,0.45,0.45,0.82,0.64";"1482921886"
"13 year old hair styles";"7";"0";"70";"80.23";"1.33";"http://hairstylefoto.com/13-year-old-girl-hairstyles/";"0.19";"0.39";"0.04";"4430000";"0.33,1.00,0.44,0.11,0.44,0.11,0.78,0.78,0.22,0.44,0.44,0.44";"1481987177"
"beach boy hair";"11";"11";"50";"88.25";"0.00";"http://hairstylefoto.com/beach-boy-hairstyles/";"0.19";"0.00";"0.00";"4330000";"0.71,0.71,0.71,1.00,0.71,0.71,0.43,0.29,0.43,0.57,0.57,0.71";"1483040475"
"toddler boy haircuts";"41";"82";"8100";"70.64";"1.64";"http://hairstylefoto.com/cute-toddler-boy-haircuts/";"0.19";"0.39";"0.03";"5450000";"0.82,0.67,0.67,0.67,0.67,0.82,0.67,0.67,0.82,0.67,1.00,1.00";"1485363829"
"13 year old girl hairstyles";"4";"6";"40";"77.64";"0.00";"http://hairstylefoto.com/13-year-old-girl-hairstyles/";"0.19";"0.00";"0.15";"5220000";"0.33,0.33,0.44,0.56,0.78,1.00,0.33,0.33,0.22,0.33,0.44,0.33";"1483076457"
"short bob sew in weave hairstyles";"12";"11";"210";"82.31";"0.66";"http://hairstylefoto.com/short-bob-sew-in-weave-hairstyles/";"0.19";"0.13";"0.09";"0";"0.54,0.66,1.00,0.36,0.29,0.29,0.24,0.19,0.15,0.19,0.24,0.24";"1482806564"
"13 year old boys hairstyles";"11";"0";"50";"69.87";"0.00";"http://hairstylefoto.com/13-year-old-girl-hairstyles/";"0.19";"0.00";"0.01";"4430000";"0.78,0.44,0.44,1.00,0.44,0.11,0.22,0.56,0.22,1.00,1.00,0.44";"1482392668"
"cute 12 year old";"28";"29";"1600";"94.57";"0.00";"http://hairstylefoto.com/cute-12-year-old-boys/";"0.19";"0.00";"0.12";"50800000";"0.79,1.00,0.79,1.00,1.00,0.79,0.67,0.67,0.09,0.09,0.07,0.09";"1484337488"
"short wedge haircuts";"18";"20";"720";"77.79";"0.41";"http://hairstylefoto.com/short-wedge-haircuts/";"0.19";"0.00";"0.29";"979000";"0.88,0.72,0.48,0.39,0.32,1.00,1.00,0.59,0.26,0.32,0.72,0.88";"1484311242"
"short stacked haircuts";"21";"20";"1600";"82.67";"0.26";"http://hairstylefoto.com/short-stacked-haircut/";"0.19";"0.00";"0.19";"0";"0.25,1.00,1.00,0.79,0.25,0.30,0.79,0.54,0.54,0.67,0.79,0.54";"1484345852"
"brazilian long hairstyles";"11";"0";"50";"84.70";"0.00";"http://hairstylefoto.com/hairstyles-for-long-brazilian-hair/";"0.19";"0.00";"0.07";"6500000";"0.44,0.78,0.33,1.00,0.33,0.22,0.56,0.56,0.11,0.33,0.33,0.33";"1482383010"
"black guy with blonde hair";"14";"15";"390";"74.13";"0.00";"http://hairstylefoto.com/black-guy-with-blonde-hair/";"0.19";"0.00";"0.03";"10400000";"0.44,1.00,0.66,0.66,0.54,0.54,0.54,0.54,0.44,0.54,0.66,0.66";"1484377711"
"27 piece hairstyles with long hair";"8";"0";"90";"76.11";"0.00";"http://hairstylefoto.com/long-27-piece-quick-weave-hairstyles/";"0.19";"0.00";"0.13";"875000";"0.44,1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00";"1481979032"
"sew in styles";"48";"0";"9900";"76.32";"0.63";"http://hairstylefoto.com/sew-in-styles-for-short-hair/";"0.19";"0.13";"0.11";"7430000";"0.55,0.67,0.55,1.00,0.67,0.55,0.55,0.82,0.82,0.82,0.67,0.55";"1485356242"
"12 year old girl hairstyles";"9";"11";"70";"78.95";"0.00";"http://hairstylefoto.com/12-year-old-girl-hairstyles/";"0.19";"0.00";"0.08";"4490000";"0.64,0.64,0.64,0.64,0.82,1.00,0.45,0.45,0.36,0.45,0.45,0.45";"1482954986"
"12 year old girl hairstyles";"10";"0";"70";"78.95";"0.00";"http://hairstylefoto.com/8-year-old-girl-haircuts/";"0.19";"0.00";"0.08";"4490000";"0.64,0.64,0.64,0.64,0.82,1.00,0.45,0.45,0.36,0.45,0.45,0.45";"1482954986"
"tom delonge long hair";"11";"0";"50";"77.29";"0.00";"http://hairstylefoto.com/tom-delonge-hairstyle/";"0.19";"0.00";"0.00";"740000";"0.57,0.71,1.00,0.29,1.00,0.14,0.14,0.57,0.14,0.43,0.43,0.71";"1482211643"
"1920 long hair";"11";"13";"50";"70.30";"0.00";"http://hairstylefoto.com/1920-long-hair-styles/";"0.19";"0.00";"0.06";"18000000";"0.36,0.45,0.27,0.18,0.18,0.27,0.36,1.00,0.64,1.00,0.64,0.82";"1482988621"
"prom hairstyles for black girls";"20";"0";"720";"76.08";"0.00";"http://hairstylefoto.com/prom-hairstyles-for-black-girls/";"0.19";"0.00";"0.10";"3440000";"0.30,0.83,1.00,0.25,0.09,0.06,0.03,0.02,0.02,0.02,0.11,0.17";"1484310982"
"15 year old boy haircuts";"10";"0";"90";"78.05";"0.00";"http://hairstylefoto.com/13-year-old-boy-hairstyles/";"0.19";"0.00";"0.01";"1790000";"0.05,0.02,0.02,0.06,0.02,0.08,0.10,0.67,0.10,1.00,1.00,0.02";"1481977215"
"tapered haircut for women long hair";"7";"8";"70";"77.85";"0.00";"http://hairstylefoto.com/tapered-long-hair/";"0.19";"0.00";"0.05";"1820000";"0.44,0.78,0.56,0.78,1.00,0.78,0.78,0.78,0.56,0.56,0.56,0.78";"1482936572"
"8 year old girl hairstyles";"10";"8";"70";"79.56";"0.00";"http://hairstylefoto.com/8-year-old-girl-haircuts/";"0.19";"0.00";"0.07";"4230000";"0.45,0.45,0.36,0.45,0.64,1.00,0.36,0.36,0.45,0.64,0.64,0.64";"1482936459"
"bad boy hair cuts";"10";"0";"90";"76.83";"0.00";"http://hairstylefoto.com/bad-boy-haircuts/";"0.19";"0.00";"0.26";"1500000";"0.22,0.33,0.11,0.44,0.11,0.78,0.33,0.22,0.78,0.11,0.11,1.00";"1481960576"
"short anime hair";"13";"0";"320";"79.00";"0.00";"http://hairstylefoto.com/short-anime-hairstyles-for-girls/";"0.19";"0.00";"0.03";"3170000";"0.67,0.67,0.82,0.67,0.67,0.67,0.54,0.54,0.82,1.00,1.00,1.00";"1484380210"
"cool boy haircuts";"26";"33";"1600";"76.58";"5.89";"http://hairstylefoto.com/cool-boys-haircuts/";"0.19";"1.85";"0.04";"3140000";"0.54,0.54,0.54,0.54,0.67,0.79,0.42,0.54,0.67,0.67,1.00,1.00";"1484337531"
"short curly hairstyles 2015";"21";"19";"1000";"71.40";"1.72";"http://hairstylefoto.com/short-curly-hairstyles-2015/";"0.09";"0.26";"0.19";"3500000";"0.25,0.30,0.55,1.00,0.30,0.30,0.30,0.45,0.30,0.25,0.13,0.07";"1484351875"
"boys with blonde hair";"16";"0";"260";"81.62";"0.00";"http://hairstylefoto.com/boys-with-blonde-hair/";"0.09";"0.00";"0.00";"30300000";"0.66,0.66,0.66,0.81,0.81,0.81,0.66,0.66,0.81,0.81,1.00,0.66";"1482782383"
"black sew in hairstyles";"17";"20";"390";"80.06";"0.55";"http://hairstylefoto.com/black-sew-in-weave-hairstyles-pictures/";"0.09";"0.00";"0.25";"14600000";"1.00,0.67,0.54,0.36,0.82,0.82,0.36,0.36,0.44,0.54,0.54,0.54";"1484367769"
"dutchboy haircut";"7";"2";"40";"64.78";"0.00";"http://hairstylefoto.com/dutch-boy-hairstyle/";"0.09";"0.00";"0.00";"1040000";"0.80,0.80,0.80,0.80,1.00,0.60,1.00,0.60,1.00,0.60,0.60,0.80";"1483080154"
"bob hair weave";"30";"30";"880";"80.63";"0.19";"http://hairstylefoto.com/short-weave-bob-hairstyles/";"0.09";"0.00";"0.98";"835000";"1.00,1.00,0.45,0.16,0.55,1.00,1.00,0.37,0.20,0.30,0.77,1.00";"1484349123"
"short curly quick weave styles";"13";"14";"170";"67.13";"0.00";"http://hairstylefoto.com/short-curly-quick-weave-styles/";"0.09";"0.00";"0.21";"3840000";"1.00,0.65,0.42,0.42,0.81,0.42,0.81,1.00,0.65,0.65,0.65,0.54";"1482807491"
"infant boy hairstyles";"11";"15";"30";"68.81";"0.00";"http://hairstylefoto.com/infant-boy-haircuts/";"0.09";"0.00";"0.18";"1970000";"0.40,0.80,0.80,0.60,0.60,0.60,0.80,0.60,1.00,0.60,0.60,1.00";"1483092383"
"barbie hairstyles";"26";"24";"1000";"81.28";"4.42";"http://hairstylefoto.com/barbie-hairstyles-for-long-hair-games/";"0.09";"0.79";"0.19";"15000000";"0.55,0.55,0.45,0.62,1.00,0.62,0.55,0.81,0.81,1.00,0.81,0.55";"1484312556"
"lil girl braids";"29";"0";"880";"83.48";"0.00";"http://hairstylefoto.com/african-american-braiding-hairstyles-for-little-girls/";"0.09";"0.00";"0.14";"1590000";"0.11,0.09,0.31,1.00,0.68,0.21,0.31,1.00,0.84,0.38,0.25,0.17";"1484356018"
"american girl hairstyles";"32";"0";"1600";"80.32";"0.31";"http://hairstylefoto.com/american-girl-hairstyles/";"0.09";"0.00";"0.09";"1720000";"0.55,0.45,0.45,0.66,1.00,0.66,0.45,0.45,0.45,0.55,0.66,0.34";"1484339272"
"peekaboo highlights on short hair";"7";"12";"30";"77.67";"0.00";"http://hairstylefoto.com/peekaboo-highlights-for-short-hair/";"0.09";"0.00";"0.00";"1730000";"1.00,1.00,0.60,0.60,0.60,0.20,0.40,1.00,0.40,0.40,0.60,0.80";"1483098709"
"short asian hairstyles";"30";"0";"880";"72.50";"0.05";"http://hairstylefoto.com/short-asian-hairstyles-for-women/";"0.09";"0.00";"0.02";"13600000";"1.00,1.00,0.77,0.77,0.45,0.45,0.68,0.68,0.55,0.68,0.77,0.77";"1484353522"
"short blonde bob";"29";"0";"720";"85.07";"0.00";"http://hairstylefoto.com/short-blonde-bob/";"0.09";"0.00";"0.04";"23800000";"0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.55,0.68,0.77,0.77,1.00";"1484356887"
"black girl with red hair";"18";"20";"390";"86.51";"0.00";"http://hairstylefoto.com/black-girl-with-red-hair/";"0.09";"0.00";"0.02";"20800000";"0.54,0.54,0.54,0.54,0.66,0.54,0.54,0.54,0.81,0.81,1.00,0.66";"1484371073"
"short curly red hair";"16";"20";"210";"85.31";"0.00";"http://hairstylefoto.com/short-curly-red-hair/";"0.09";"0.00";"0.06";"82200000";"0.81,0.65,0.81,0.81,0.81,0.81,1.00,0.65,0.81,0.65,0.65,0.54";"1482788093"
"really short haircuts";"30";"33";"1300";"80.55";"0.77";"http://hairstylefoto.com/really-short-haircuts-for-round-faces/";"0.09";"0.13";"0.07";"1460000";"0.84,0.84,0.38,0.53,1.00,1.00,0.84,0.38,0.38,0.68,0.84,0.84";"1484342021"
"crimped hairstyles for black people";"4";"6";"20";"72.79";"9.59";"http://hairstylefoto.com/crimped-hairstyles-for-black-people/";"0.09";"1.72";"0.14";"274000";"0.20,0.40,0.80,0.40,0.80,1.00,0.40,0.20,0.20,0.40,0.40,0.40";"1484456128"
"quick weave short hairstyles";"27";"30";"720";"75.66";"0.48";"http://hairstylefoto.com/short-bob-quick-weave-hairstyles/";"0.09";"0.00";"0.12";"0";"1.00,0.88,0.72,0.48,0.59,0.48,1.00,0.39,0.32,0.39,0.48,0.88";"1484320218"
"little boy faux hawk";"14";"17";"170";"77.97";"0.00";"http://hairstylefoto.com/little-boy-faux-hawk-haircut/";"0.09";"0.00";"0.05";"856000";"0.54,0.54,0.65,0.65,0.81,1.00,0.54,0.54,0.54,0.42,0.54,0.54";"1482815211"
