Keyword;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic Cost (%);Competition;Number of Results;Trends
"medium layered haircuts";"9900";"80.44";"0.95";"http://hairstylefoto.com/short-medium-layered-haircuts/";"0.25";"0.09";"830000";"1.00,0.82,0.82,0.82,0.82,0.67,0.55,0.45,0.55,0.67,0.67,0.55"
"black guy with mullet";"90";"78.69";"0.00";"http://hairstylefoto.com/black-guy-mullet/";"0.00";"0.00";"8070000";"1.00,0.82,0.64,0.64,0.64,0.64,0.64,0.82,0.82,0.64,1.00,0.64"
"roaring twenties hairstyles";"320";"79.87";"0.24";"http://hairstylefoto.com/roaring-twenties-hairstyles-for-long-hair/";"0.00";"0.18";"468000";"0.67,0.82,0.54,0.24,0.36,0.24,1.00,0.36,0.15,0.24,0.36,0.54"
"cute 12 year old boys";"1600";"94.50";"0.00";"http://hairstylefoto.com/cute-12-year-old-boys/";"0.00";"0.07";"14800000";"0.79,1.00,0.79,1.00,1.00,0.79,0.54,0.54,0.54,0.54,0.54,0.42"
"boys hairstyles 2015";"9900";"77.21";"1.88";"http://hairstylefoto.com/boys-hairstyle-2015/";"0.62";"0.03";"8050000";"0.67,0.36,0.44,1.00,0.44,0.07,0.02,0.03,0.01,0.07,0.07,0.01"
"10 year old girl haircuts";"70";"70.94";"4.07";"http://hairstylefoto.com/8-year-old-girl-haircuts/";"1.37";"0.09";"4430000";"0.65,0.41,0.41,0.53,0.65,1.00,0.24,0.18,0.24,0.29,0.29,0.53"
"flapper hairstyles for long hair";"260";"77.00";"0.00";"http://hairstylefoto.com/1920s-flapper-hairstyles-for-long-hair/";"0.00";"0.07";"865000";"0.14,0.11,0.11,0.09,0.09,0.17,0.21,1.00,0.26,0.48,0.21,0.14"
"black girl bob hairstyles";"880";"78.98";"0.08";"http://hairstylefoto.com/black-girl-bob-hairstyles/";"0.00";"0.25";"6860000";"0.77,0.68,0.45,0.68,0.68,0.45,0.68,0.30,0.77,1.00,0.68,0.30"
"hairstyles for teenage guys";"1600";"69.35";"4.97";"http://hairstylefoto.com/cool-hairstyles-for-teenage-guys-with-short-hair/";"1.37";"0.11";"12900000";"0.84,0.68,0.68,0.84,1.00,1.00,0.68,0.68,0.53,0.53,0.84,0.84"
"cute 12 year old boy hairstyles";"50";"69.75";"0.00";"http://hairstylefoto.com/hairstyles-for-12-year-old-boys/";"0.00";"0.00";"5630000";"0.44,0.56,0.56,0.22,0.56,0.22,0.33,0.44,1.00,0.56,0.56,0.11"
"little girl weave hairstyles";"50";"78.14";"0.00";"http://hairstylefoto.com/black-girl-weave-hairstyles/";"0.00";"0.15";"2470000";"0.07,0.07,0.08,0.02,0.08,0.02,0.05,0.05,0.15,0.08,0.54,1.00"
"long 27 piece hairstyles";"50";"72.66";"0.02";"http://hairstylefoto.com/long-27-piece-quick-weave-hairstyles/";"0.00";"0.14";"1970000";"0.78,0.22,0.56,0.11,0.56,0.11,0.33,0.33,1.00,0.56,0.56,0.56"
"anime boy haircuts";"50";"71.13";"0.00";"http://hairstylefoto.com/anime-boy-hairstyles/";"0.00";"0.00";"1110000";"1.00,0.35,0.35,0.12,0.35,0.04,0.08,0.04,0.19,0.35,0.35,0.15"
"long hair tumblr";"1600";"36.42";"0.00";"http://hairstylefoto.com/tumblr-hairstyles-for-long-hair/";"0.00";"0.03";"7570000";"1.00,1.00,1.00,1.00,1.00,0.84,0.68,0.68,0.68,0.68,0.68,0.53"
"black and blue hairstyles";"390";"73.29";"0.00";"http://hairstylefoto.com/black-and-blue-hairstyles/";"0.00";"0.09";"64700000";"0.66,1.00,0.66,0.66,1.00,1.00,0.81,0.44,0.15,0.19,0.36,0.29"
"nia long hairstyles";"720";"75.31";"0.00";"http://hairstylefoto.com/nia-long-hairstyles/";"0.00";"0.01";"4530000";"1.00,0.77,0.77,0.37,0.55,0.25,0.55,0.55,0.55,0.55,0.37,0.30"
"cool hair designs";"1600";"78.48";"0.00";"http://hairstylefoto.com/cool-hair-designs-for-boys/";"0.00";"0.02";"12100000";"0.54,0.54,0.67,0.79,0.67,0.67,0.42,0.67,0.67,0.67,0.79,1.00"
"cute hairstyles for long hair";"8100";"83.49";"1.67";"http://hairstylefoto.com/pictures-of-cute-hairstyles-for-long-hair/";"0.50";"0.07";"1840000";"1.00,0.82,0.45,0.30,0.55,0.82,0.55,0.24,0.30,0.45,0.55,0.55"
"sassy short haircuts";"720";"73.00";"1.27";"http://hairstylefoto.com/sassy-short-haircuts/";"0.25";"0.12";"776000";"0.45,0.37,0.68,1.00,0.68,0.25,0.77,0.77,0.68,0.30,0.55,0.68"
"1950s hairstyles for long hair";"260";"79.46";"0.08";"http://hairstylefoto.com/how-to-do-1950s-hairstyles-for-long-hair/";"0.00";"0.04";"622000";"0.66,0.66,0.36,0.29,0.29,0.36,0.54,1.00,0.44,0.29,0.29,0.29"
"tom delonge short hair";"50";"81.50";"0.00";"http://hairstylefoto.com/tom-delonge-hairstyle/";"0.00";"0.00";"1850000";"0.44,1.00,0.56,0.11,0.56,0.11,1.00,0.78,0.33,0.56,0.56,0.44"
"27 piece long hairstyles";"50";"71.44";"0.00";"http://hairstylefoto.com/long-27-piece-quick-weave-hairstyles/";"0.00";"0.49";"2010000";"0.78,0.22,0.56,0.11,0.56,0.11,0.33,0.33,1.00,0.56,0.56,0.56"
"short little girl haircuts";"480";"84.60";"1.51";"http://hairstylefoto.com/short-little-girl-haircuts/";"0.37";"0.03";"3780000";"0.67,0.67,0.67,0.67,0.82,1.00,0.54,0.36,0.54,0.44,0.54,0.67"
"little girl bob haircuts";"720";"80.54";"0.00";"http://hairstylefoto.com/bob-haircuts-for-little-girls/";"0.00";"0.01";"2690000";"0.25,0.55,0.68,0.77,1.00,1.00,0.45,0.37,0.37,0.45,0.68,0.68"
"different types of perms for long hair with pictures";"90";"73.81";"0.07";"http://hairstylefoto.com/different-types-of-perms-for-long-hair-with-pictures/";"0.00";"0.16";"390000";"0.52,1.00,0.52,0.24,0.33,0.24,0.19,0.33,0.24,0.19,0.33,0.33"
"cute cowgirl hairstyles";"50";"88.03";"0.00";"http://hairstylefoto.com/cowgirl-hairstyles-for-long-hair/";"0.00";"0.15";"0";"0.64,0.45,0.27,0.18,0.64,0.45,1.00,1.00,0.27,0.27,0.27,0.82"
"long weave hairstyles with bangs";"90";"69.48";"0.00";"http://hairstylefoto.com/long-weave-hairstyles-with-bangs/";"0.00";"0.01";"6450000";"1.00,0.43,0.24,0.33,0.43,0.67,0.33,0.24,0.33,0.33,0.52,0.67"
"10 year old girl hair cuts";"90";"77.60";"0.00";"http://hairstylefoto.com/8-year-old-girl-haircuts/";"0.00";"0.04";"3550000";"0.22,0.22,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,0.22"
"cute blonde boy";"260";"88.91";"0.00";"http://hairstylefoto.com/cute-blonde-boy/";"0.00";"0.00";"29500000";"0.81,0.81,1.00,1.00,1.00,1.00,0.66,0.66,0.81,0.81,0.81,0.66"
"baby girl hairstyles";"1600";"82.98";"0.13";"http://hairstylefoto.com/baby-girl-hairstyles/";"0.00";"0.03";"3600000";"0.68,0.84,0.84,0.84,0.84,1.00,0.84,0.84,0.84,0.84,1.00,0.84"
"hair cuts for 8 year old girls";"70";"80.45";"0.00";"http://hairstylefoto.com/8-year-old-girl-haircuts/";"0.00";"0.01";"4650000";"0.56,0.33,0.78,0.22,0.78,1.00,0.44,0.44,0.11,0.78,0.78,0.78"
"a line haircut";"8100";"87.73";"1.07";"http://hairstylefoto.com/short-a-line-haircut/";"0.25";"0.02";"10600000";"0.82,0.67,0.67,0.82,1.00,0.82,0.67,0.55,0.30,0.36,0.55,0.67"
"curly hairstyles tumblr";"390";"62.82";"0.00";"http://hairstylefoto.com/curly-hairstyles-for-long-hair-tumblr/";"0.00";"0.05";"0";"1.00,1.00,1.00,1.00,0.67,0.81,0.67,0.81,0.67,0.54,0.81,0.81"
"short choppy haircuts";"1600";"76.53";"0.10";"http://hairstylefoto.com/short-choppy-hair-cut/";"0.00";"0.07";"1260000";"0.30,0.66,1.00,0.83,0.30,0.34,1.00,0.55,0.25,0.20,0.25,0.25"
"black person mohawk";"90";"80.03";"0.00";"http://hairstylefoto.com/black-person-mohawk/";"0.00";"0.00";"559000";"1.00,0.82,0.82,0.64,1.00,0.82,0.82,1.00,0.82,0.64,0.64,0.64"
"5 year old girl haircuts";"70";"78.71";"2.98";"http://hairstylefoto.com/8-year-old-girl-haircuts/";"0.75";"0.07";"4540000";"0.45,0.45,0.45,0.64,1.00,1.00,0.36,0.27,0.27,0.64,0.45,0.64"
"cocktail hairstyles for short hair";"50";"84.23";"0.00";"http://hairstylefoto.com/cocktail-party-hairstyles-for-short-hair/";"0.00";"0.21";"13700000";"0.78,1.00,1.00,0.33,1.00,0.11,0.22,0.11,0.56,1.00,1.00,0.44"
"taylor swift black hair";"880";"91.51";"0.00";"http://hairstylefoto.com/taylor-swift-black-hair/";"0.00";"0.02";"2930000";"0.05,0.04,0.07,0.05,0.06,0.36,1.00,0.44,0.36,0.20,0.13,0.11"
"long curly sew in weave hairstyles";"70";"76.90";"0.00";"http://hairstylefoto.com/long-curly-sew-in-weave-hairstyles/";"0.00";"0.30";"4960000";"0.79,0.36,0.29,0.36,0.64,0.50,1.00,0.64,0.36,0.64,0.50,0.36"
"black mushroom hairstyle";"40";"76.32";"0.00";"http://hairstylefoto.com/black-mushroom-hairstyle/";"0.00";"0.01";"720000";"1.00,0.80,1.00,0.60,1.00,0.40,0.60,1.00,0.40,0.60,0.60,0.40"
"black mushroom hairstyle";"40";"76.32";"0.00";"http://hairstylefoto.com/short-black-mushroom-hairstyles/";"0.00";"0.01";"720000";"1.00,0.80,1.00,0.60,1.00,0.40,0.60,1.00,0.40,0.60,0.60,0.40"
"black hair with blue tips";"1600";"86.57";"13.80";"http://hairstylefoto.com/black-hair-with-blue-tips/";"4.12";"0.02";"23500000";"0.46,0.53,0.68,1.00,1.00,0.84,1.00,0.84,0.84,0.84,0.84,0.68"
"little girl braid hairstyles black";"480";"73.85";"0.00";"http://hairstylefoto.com/black-little-girl-braided-hairstyles/";"0.00";"0.04";"4200000";"0.67,0.44,0.44,0.67,0.82,1.00,0.67,0.44,0.30,0.24,0.30,0.24"
"12 year old boy haircuts";"210";"73.77";"4.59";"http://hairstylefoto.com/12-year-old-boy-haircuts/";"1.50";"0.07";"1290000";"0.54,0.54,0.23,0.36,0.54,0.67,0.44,0.54,0.67,0.67,0.82,1.00"
"sweet 16 hairstyles for short hair";"50";"70.25";"0.00";"http://hairstylefoto.com/sweet-16-hairstyles-for-long-hair/";"0.00";"0.05";"2030000";"0.56,0.56,0.44,0.78,1.00,0.56,0.78,0.22,0.44,0.22,0.78,0.78"
"hair styles for tall women";"90";"70.42";"0.00";"http://hairstylefoto.com/short-hairstyles-for-tall-women/";"0.00";"0.03";"2230000";"0.22,0.11,0.11,0.56,0.11,1.00,0.78,1.00,0.33,0.11,0.11,0.44"
"black guy mullet";"70";"80.04";"0.00";"http://hairstylefoto.com/black-guy-mullet/";"0.00";"0.00";"3750000";"1.00,0.82,0.82,0.64,0.82,0.82,0.64,0.64,0.45,0.45,0.82,0.64"
"13 year old hair styles";"70";"80.23";"1.33";"http://hairstylefoto.com/13-year-old-girl-hairstyles/";"0.37";"0.04";"4430000";"0.33,1.00,0.44,0.11,0.44,0.11,0.78,0.78,0.22,0.44,0.44,0.44"
"beach boy hair";"50";"88.25";"0.00";"http://hairstylefoto.com/beach-boy-hairstyles/";"0.00";"0.00";"4330000";"0.71,0.71,0.71,1.00,0.71,0.71,0.43,0.29,0.43,0.57,0.57,0.71"
"13 year old girl hairstyles";"40";"77.64";"0.00";"http://hairstylefoto.com/13-year-old-girl-hairstyles/";"0.00";"0.15";"5220000";"0.33,0.33,0.44,0.56,0.78,1.00,0.33,0.33,0.22,0.33,0.44,0.33"
"short bob sew in weave hairstyles";"210";"82.31";"0.66";"http://hairstylefoto.com/short-bob-sew-in-weave-hairstyles/";"0.12";"0.09";"0";"0.54,0.66,1.00,0.36,0.29,0.29,0.24,0.19,0.15,0.19,0.24,0.24"
"13 year old boys hairstyles";"50";"69.87";"0.00";"http://hairstylefoto.com/13-year-old-girl-hairstyles/";"0.00";"0.01";"4430000";"0.78,0.44,0.44,1.00,0.44,0.11,0.22,0.56,0.22,1.00,1.00,0.44"
"cute 12 year old";"1600";"94.57";"0.00";"http://hairstylefoto.com/cute-12-year-old-boys/";"0.00";"0.12";"50800000";"0.79,1.00,0.79,1.00,1.00,0.79,0.67,0.67,0.09,0.09,0.07,0.09"
"short wedge haircuts";"720";"77.79";"0.41";"http://hairstylefoto.com/short-wedge-haircuts/";"0.00";"0.29";"979000";"0.88,0.72,0.48,0.39,0.32,1.00,1.00,0.59,0.26,0.32,0.72,0.88"
"short stacked haircuts";"1600";"82.67";"0.26";"http://hairstylefoto.com/short-stacked-haircut/";"0.00";"0.19";"0";"0.25,1.00,1.00,0.79,0.25,0.30,0.79,0.54,0.54,0.67,0.79,0.54"
"brazilian long hairstyles";"50";"84.70";"0.00";"http://hairstylefoto.com/hairstyles-for-long-brazilian-hair/";"0.00";"0.07";"6500000";"0.44,0.78,0.33,1.00,0.33,0.22,0.56,0.56,0.11,0.33,0.33,0.33"
"black guy with blonde hair";"390";"74.13";"0.00";"http://hairstylefoto.com/black-guy-with-blonde-hair/";"0.00";"0.03";"10400000";"0.44,1.00,0.66,0.66,0.54,0.54,0.54,0.54,0.44,0.54,0.66,0.66"
"27 piece hairstyles with long hair";"90";"76.11";"0.00";"http://hairstylefoto.com/long-27-piece-quick-weave-hairstyles/";"0.00";"0.13";"875000";"0.44,1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00"
"12 year old girl hairstyles";"70";"78.95";"0.00";"http://hairstylefoto.com/12-year-old-girl-hairstyles/";"0.00";"0.08";"4490000";"0.64,0.64,0.64,0.64,0.82,1.00,0.45,0.45,0.36,0.45,0.45,0.45"
"12 year old girl hairstyles";"70";"78.95";"0.00";"http://hairstylefoto.com/8-year-old-girl-haircuts/";"0.00";"0.08";"4490000";"0.64,0.64,0.64,0.64,0.82,1.00,0.45,0.45,0.36,0.45,0.45,0.45"
"tom delonge long hair";"50";"77.29";"0.00";"http://hairstylefoto.com/tom-delonge-hairstyle/";"0.00";"0.00";"740000";"0.57,0.71,1.00,0.29,1.00,0.14,0.14,0.57,0.14,0.43,0.43,0.71"
"1920 long hair";"50";"70.30";"0.00";"http://hairstylefoto.com/1920-long-hair-styles/";"0.00";"0.06";"18000000";"0.36,0.45,0.27,0.18,0.18,0.27,0.36,1.00,0.64,1.00,0.64,0.82"
"prom hairstyles for black girls";"720";"76.08";"0.00";"http://hairstylefoto.com/prom-hairstyles-for-black-girls/";"0.00";"0.10";"3440000";"0.30,0.83,1.00,0.25,0.09,0.06,0.03,0.02,0.02,0.02,0.11,0.17"
"15 year old boy haircuts";"90";"78.05";"0.00";"http://hairstylefoto.com/13-year-old-boy-hairstyles/";"0.00";"0.01";"1790000";"0.05,0.02,0.02,0.06,0.02,0.08,0.10,0.67,0.10,1.00,1.00,0.02"
"tapered haircut for women long hair";"70";"77.85";"0.00";"http://hairstylefoto.com/tapered-long-hair/";"0.00";"0.05";"1820000";"0.44,0.78,0.56,0.78,1.00,0.78,0.78,0.78,0.56,0.56,0.56,0.78"
"8 year old girl hairstyles";"70";"79.56";"0.00";"http://hairstylefoto.com/8-year-old-girl-haircuts/";"0.00";"0.07";"4230000";"0.45,0.45,0.36,0.45,0.64,1.00,0.36,0.36,0.45,0.64,0.64,0.64"
"bad boy hair cuts";"90";"76.83";"0.00";"http://hairstylefoto.com/bad-boy-haircuts/";"0.00";"0.26";"1500000";"0.22,0.33,0.11,0.44,0.11,0.78,0.33,0.22,0.78,0.11,0.11,1.00"
"short anime hair";"320";"79.00";"0.00";"http://hairstylefoto.com/short-anime-hairstyles-for-girls/";"0.00";"0.03";"3170000";"0.67,0.67,0.82,0.67,0.67,0.67,0.54,0.54,0.82,1.00,1.00,1.00"
"cool boy haircuts";"1600";"76.58";"5.89";"http://hairstylefoto.com/cool-boys-haircuts/";"1.75";"0.04";"3140000";"0.54,0.54,0.54,0.54,0.67,0.79,0.42,0.54,0.67,0.67,1.00,1.00"
"short curly hairstyles 2015";"1000";"71.40";"1.72";"http://hairstylefoto.com/short-curly-hairstyles-2015/";"0.25";"0.19";"3500000";"0.25,0.30,0.55,1.00,0.30,0.30,0.30,0.45,0.30,0.25,0.13,0.07"
"boys with blonde hair";"260";"81.62";"0.00";"http://hairstylefoto.com/boys-with-blonde-hair/";"0.00";"0.00";"30300000";"0.66,0.66,0.66,0.81,0.81,0.81,0.66,0.66,0.81,0.81,1.00,0.66"
"black sew in hairstyles";"390";"80.06";"0.55";"http://hairstylefoto.com/black-sew-in-weave-hairstyles-pictures/";"0.00";"0.25";"14600000";"1.00,0.67,0.54,0.36,0.82,0.82,0.36,0.36,0.44,0.54,0.54,0.54"
"dutchboy haircut";"40";"64.78";"0.00";"http://hairstylefoto.com/dutch-boy-hairstyle/";"0.00";"0.00";"1040000";"0.80,0.80,0.80,0.80,1.00,0.60,1.00,0.60,1.00,0.60,0.60,0.80"
"bob hair weave";"880";"80.63";"0.19";"http://hairstylefoto.com/short-weave-bob-hairstyles/";"0.00";"0.98";"835000";"1.00,1.00,0.45,0.16,0.55,1.00,1.00,0.37,0.20,0.30,0.77,1.00"
"short curly quick weave styles";"170";"67.13";"0.00";"http://hairstylefoto.com/short-curly-quick-weave-styles/";"0.00";"0.21";"3840000";"1.00,0.65,0.42,0.42,0.81,0.42,0.81,1.00,0.65,0.65,0.65,0.54"
"infant boy hairstyles";"30";"68.81";"0.00";"http://hairstylefoto.com/infant-boy-haircuts/";"0.00";"0.18";"1970000";"0.40,0.80,0.80,0.60,0.60,0.60,0.80,0.60,1.00,0.60,0.60,1.00"
"barbie hairstyles";"1000";"81.28";"4.42";"http://hairstylefoto.com/barbie-hairstyles-for-long-hair-games/";"0.75";"0.19";"15000000";"0.55,0.55,0.45,0.62,1.00,0.62,0.55,0.81,0.81,1.00,0.81,0.55"
"lil girl braids";"880";"83.48";"0.00";"http://hairstylefoto.com/african-american-braiding-hairstyles-for-little-girls/";"0.00";"0.14";"1590000";"0.11,0.09,0.31,1.00,0.68,0.21,0.31,1.00,0.84,0.38,0.25,0.17"
"american girl hairstyles";"1600";"80.32";"0.31";"http://hairstylefoto.com/american-girl-hairstyles/";"0.00";"0.09";"1720000";"0.55,0.45,0.45,0.66,1.00,0.66,0.45,0.45,0.45,0.55,0.66,0.34"
"peekaboo highlights on short hair";"30";"77.67";"0.00";"http://hairstylefoto.com/peekaboo-highlights-for-short-hair/";"0.00";"0.00";"1730000";"1.00,1.00,0.60,0.60,0.60,0.20,0.40,1.00,0.40,0.40,0.60,0.80"
"short asian hairstyles";"880";"72.50";"0.05";"http://hairstylefoto.com/short-asian-hairstyles-for-women/";"0.00";"0.02";"13600000";"1.00,1.00,0.77,0.77,0.45,0.45,0.68,0.68,0.55,0.68,0.77,0.77"
"short blonde bob";"720";"85.07";"0.00";"http://hairstylefoto.com/short-blonde-bob/";"0.00";"0.04";"23800000";"0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.55,0.68,0.77,0.77,1.00"
"black girl with red hair";"390";"86.51";"0.00";"http://hairstylefoto.com/black-girl-with-red-hair/";"0.00";"0.02";"20800000";"0.54,0.54,0.54,0.54,0.66,0.54,0.54,0.54,0.81,0.81,1.00,0.66"
"short curly red hair";"210";"85.31";"0.00";"http://hairstylefoto.com/short-curly-red-hair/";"0.00";"0.06";"82200000";"0.81,0.65,0.81,0.81,0.81,0.81,1.00,0.65,0.81,0.65,0.65,0.54"
"really short haircuts";"1300";"80.55";"0.77";"http://hairstylefoto.com/really-short-haircuts-for-round-faces/";"0.12";"0.07";"1460000";"0.84,0.84,0.38,0.53,1.00,1.00,0.84,0.38,0.38,0.68,0.84,0.84"
"crimped hairstyles for black people";"20";"72.79";"9.59";"http://hairstylefoto.com/crimped-hairstyles-for-black-people/";"1.62";"0.14";"274000";"0.20,0.40,0.80,0.40,0.80,1.00,0.40,0.20,0.20,0.40,0.40,0.40"
"quick weave short hairstyles";"720";"75.66";"0.48";"http://hairstylefoto.com/short-bob-quick-weave-hairstyles/";"0.00";"0.12";"0";"1.00,0.88,0.72,0.48,0.59,0.48,1.00,0.39,0.32,0.39,0.48,0.88"
"little boy faux hawk";"170";"77.97";"0.00";"http://hairstylefoto.com/little-boy-faux-hawk-haircut/";"0.00";"0.05";"856000";"0.54,0.54,0.65,0.65,0.81,1.00,0.54,0.54,0.54,0.42,0.54,0.54"
"hairstyles for plus size women";"880";"71.93";"0.09";"http://hairstylefoto.com/short-hairstyles-for-plus-size-women/";"0.00";"0.07";"3670000";"1.00,0.88,0.88,0.72,1.00,0.88,0.88,0.88,0.88,0.72,0.88,1.00"
"cute anime boy hairstyle";"50";"73.13";"0.00";"http://hairstylefoto.com/anime-boy-hairstyles/";"0.00";"0.00";"27300000";"0.44,1.00,0.56,0.11,0.56,0.11,1.00,0.78,0.33,0.56,0.56,0.44"
"bob haircuts for thick hair";"1300";"77.59";"0.81";"http://hairstylefoto.com/short-bob-hairstyles-thick-hair/";"0.12";"0.17";"4260000";"0.28,0.36,0.13,0.11,1.00,0.36,0.20,0.13,0.28,0.81,0.67,0.13"
"cute sew in styles";"480";"78.20";"0.00";"http://hairstylefoto.com/cute-sew-in-hairstyles-for-black-people/";"0.00";"0.07";"934000";"0.17,0.32,0.39,0.32,0.32,0.17,0.48,0.48,1.00,0.72,0.48,0.21"
"short sew in";"720";"81.71";"0.31";"http://hairstylefoto.com/short-bob-sew-in-weave-hairstyles/";"0.00";"0.05";"2300000";"0.48,0.48,0.48,0.48,0.59,0.72,0.59,0.59,0.72,0.88,0.88,1.00"
"cute 13 year old boy";"720";"93.76";"0.00";"http://hairstylefoto.com/cute-13-year-old-boys/";"0.00";"0.07";"15500000";"0.39,0.48,0.48,0.59,1.00,1.00,0.72,0.48,0.59,0.72,0.72,0.72"
"tom delonge hairstyle";"30";"80.93";"0.00";"http://hairstylefoto.com/tom-delonge-hairstyle/";"0.00";"0.00";"198000";"0.80,0.60,1.00,0.40,0.40,0.40,0.20,0.40,0.40,0.20,0.20,0.80"
"short brown haircuts";"210";"81.02";"0.12";"http://hairstylefoto.com/short-brown-haircuts/";"0.00";"0.01";"4020000";"0.81,1.00,0.81,0.81,1.00,0.81,0.65,0.54,0.81,0.65,0.54,0.42"
"long blonde hair back view";"30";"76.90";"0.00";"http://hairstylefoto.com/long-blonde-hair-back-view/";"0.00";"0.01";"7580000";"0.75,0.50,0.75,0.75,0.50,0.50,0.50,1.00,0.50,0.25,0.50,0.75"
"braids for black kids";"880";"78.66";"0.77";"http://hairstylefoto.com/braids-for-black-kids/";"0.12";"0.13";"1540000";"0.24,0.24,0.30,0.37,0.55,0.62,1.00,0.62,0.55,0.55,0.62,0.62"
"black hair media hairstyles";"50";"79.17";"0.04";"http://hairstylefoto.com/black-hair-media-hairstyles/";"0.00";"0.17";"13700000";"0.36,0.36,1.00,0.29,0.29,0.36,0.50,0.36,0.21,0.29,0.29,0.36"
"anime girl black hair";"880";"84.05";"0.00";"http://hairstylefoto.com/anime-girl-with-short-black-hair/";"0.00";"0.01";"11600000";"0.68,0.55,0.55,0.68,0.68,0.68,0.68,0.68,0.68,0.77,1.00,0.77"
"black girls braids";"880";"79.80";"0.62";"http://hairstylefoto.com/black-girl-braids/";"0.00";"0.10";"54100000";"0.37,0.37,0.45,0.55,0.55,0.62,1.00,0.81,0.62,0.55,0.62,0.62"
"short natural cuts";"1300";"72.93";"0.35";"http://hairstylefoto.com/short-natural-cuts/";"0.00";"0.05";"82200000";"0.09,0.09,0.20,0.16,0.24,0.36,0.28,0.44,0.16,0.16,0.53,1.00"
"sew in bob weave hairstyles";"260";"80.28";"0.17";"http://hairstylefoto.com/short-bob-sew-in-weave-hairstyles/";"0.00";"0.11";"898000";"1.00,1.00,0.81,0.81,1.00,0.81,0.66,0.66,0.53,0.66,0.81,0.81"
"african american bob hairstyles";"1600";"78.37";"1.46";"http://hairstylefoto.com/short-layered-bob-hairstyles-african-american/";"0.12";"0.06";"3090000";"0.83,0.83,0.45,0.20,0.30,0.66,1.00,0.55,0.30,0.30,0.55,0.66"
"10 year old boy haircuts";"260";"74.71";"2.23";"http://hairstylefoto.com/10-year-old-boy-haircuts/";"0.50";"0.07";"1380000";"0.67,0.44,0.44,0.54,0.54,0.67,0.44,0.44,0.67,0.54,0.67,1.00"
"curly haircuts 2015";"880";"77.53";"0.39";"http://hairstylefoto.com/short-curly-haircuts-2015/";"0.00";"0.17";"16300000";"0.68,1.00,1.00,1.00,1.00,1.00,0.68,0.30,0.20,0.20,0.16,0.13"
"quick weave styles with curly hair";"90";"77.37";"0.71";"http://hairstylefoto.com/short-curly-quick-weave-styles/";"0.00";"0.21";"1690000";"0.41,0.53,0.41,0.41,0.53,0.65,0.53,0.29,0.65,1.00,0.65,0.41"
"black teen hairstyles";"390";"82.19";"0.19";"http://hairstylefoto.com/black-teen-girls-hairstyles/";"0.00";"0.19";"5930000";"0.44,0.36,0.36,0.30,0.36,0.55,0.36,0.30,0.30,0.30,1.00,0.67"
"long bobs with bangs";"1000";"80.88";"0.00";"http://hairstylefoto.com/long-bob-with-bangs/";"0.00";"0.04";"9590000";"0.25,1.00,0.42,0.42,0.11,0.13,0.25,0.54,0.67,0.67,0.54,0.20"
"boy braids";"4400";"84.94";"5.55";"http://hairstylefoto.com/boy-braided-hairstyles/";"0.87";"0.08";"993000";"0.13,0.36,0.19,1.00,0.19,0.55,0.13,0.44,1.00,0.67,0.67,0.55"
"teen boy hairstyles";"1000";"75.69";"1.73";"http://hairstylefoto.com/hairstyles-for-teen-boys/";"0.25";"0.09";"18900000";"0.34,0.34,0.45,0.45,0.45,0.30,0.17,0.34,1.00,0.25,0.25,0.20"
"short asymmetrical bob";"880";"81.29";"0.00";"http://hairstylefoto.com/short-asymmetrical-bob/";"0.00";"0.01";"0";"0.45,0.37,0.37,0.37,0.62,0.30,0.55,0.37,0.62,0.81,1.00,0.81"
"black media hairstyles";"30";"74.16";"0.12";"http://hairstylefoto.com/black-media-hairstyles/";"0.00";"0.09";"136000000";"0.75,0.75,0.75,0.75,0.50,0.50,0.75,0.50,0.75,0.75,1.00,0.50"
"black barber haircut chart";"40";"54.86";"0.00";"http://hairstylefoto.com/black-barbershop-haircut-chart/";"0.00";"0.05";"11000000";"0.40,0.80,0.40,0.60,1.00,1.00,1.00,1.00,0.80,0.60,0.60,0.60"
"crazy hair ideas";"1600";"85.04";"0.11";"http://hairstylefoto.com/crazy-hair-day-ideas-for-long-hair/";"0.00";"0.02";"13600000";"0.35,0.24,0.30,0.24,0.16,0.13,0.24,1.00,0.19,0.11,0.24,0.35"
"black toddler hairstyles";"1000";"70.67";"1.42";"http://hairstylefoto.com/black-toddler-hairstyles-hair/";"0.25";"0.06";"3350000";"1.00,1.00,1.00,0.72,0.72,0.88,1.00,1.00,1.00,1.00,0.88,0.72"
"6 year old boy haircuts";"140";"76.99";"0.68";"http://hairstylefoto.com/11-year-old-boy-haircuts/";"0.00";"0.05";"1300000";"0.43,0.52,0.67,0.81,0.81,1.00,0.67,0.52,0.33,0.43,0.81,1.00"
"grecian hairstyles";"480";"83.90";"0.00";"http://hairstylefoto.com/grecian-hairstyles-for-long-hair/";"0.00";"0.08";"571000";"0.68,1.00,0.77,0.30,0.11,0.11,0.11,0.25,0.25,0.20,0.16,0.11"
